gvkey,iid,datadate,tic,cusip,conm,curcddv,capgn,cheqv,div,divd,divdpaydateind,divsp,dvrated,paydateind,anncdate,capgnpaydate,cheqvpaydate,divdpaydate,divsppaydate,paydate,recorddate,curcdd,adrrc,ajexdi,cshoc,cshtrd,dvi,eps,epsmo,prccd,prchd,prcld,prcod,prcstd,trfd,exchg,secstat,tpci,cik,fic,add1,add2,add3,add4,addzip,busdesc,city,conml,costat,county,dlrsn,ein,fax,fyrc,ggroup,gind,gsector,gsubind,idbflag,incorp,loc,naics,phone,prican,prirow,priusa,sic,spcindcd,spcseccd,spcsrc,state,stko,weburl,dldte,ipodate
004503,01,20081015,XOM,30231G102,EXXON MOBIL CORP,,,,,,,,,,,,,,,,,USD,,1.0000,5194003000.0000,61242420.0000,1.6000,8.1700,6,62.3500,70.7600,61.3300,70.7600,3,2.54185532,11,A,0,0000034088,USA,5959 Las Colinas Boulevard,,,,75039,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/Other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments.",Irving,Exxon Mobil Corp,A,,,13-5409005,,12,1010,101020,10,10102010,B,NJ,USA,324110,972-940-6000,,,01,2911,390,935,B+,TX,0,corporate.exxonmobil.com,,
004503,01,20081016,XOM,30231G102,EXXON MOBIL CORP,,,,,,,,,,,,,,,,,USD,,1.0000,5194003000.0000,78099610.0000,1.6000,8.1700,6,69.4500,69.6800,59.1700,63.3100,3,2.54185532,11,A,0,0000034088,USA,5959 Las Colinas Boulevard,,,,75039,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/Other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments.",Irving,Exxon Mobil Corp,A,,,13-5409005,,12,1010,101020,10,10102010,B,NJ,USA,324110,972-940-6000,,,01,2911,390,935,B+,TX,0,corporate.exxonmobil.com,,
004503,01,20081017,XOM,30231G102,EXXON MOBIL CORP,,,,,,,,,,,,,,,,,USD,,1.0000,5194003000.0000,58397930.0000,1.6000,8.1700,6,68.0400,72.4400,65.6000,67.0500,3,2.54185532,11,A,0,0000034088,USA,5959 Las Colinas Boulevard,,,,75039,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/Other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments.",Irving,Exxon Mobil Corp,A,,,13-5409005,,12,1010,101020,10,10102010,B,NJ,USA,324110,972-940-6000,,,01,2911,390,935,B+,TX,0,corporate.exxonmobil.com,,
004503,01,20081020,XOM,30231G102,EXXON MOBIL CORP,,,,,,,,,,,,,,,,,USD,,1.0000,5194003000.0000,44870950.0000,1.6000,8.1700,6,74.9900,75.0000,69.7400,70.3700,3,2.54185532,11,A,0,0000034088,USA,5959 Las Colinas Boulevard,,,,75039,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/Other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments.",Irving,Exxon Mobil Corp,A,,,13-5409005,,12,1010,101020,10,10102010,B,NJ,USA,324110,972-940-6000,,,01,2911,390,935,B+,TX,0,corporate.exxonmobil.com,,
004503,01,20081021,XOM,30231G102,EXXON MOBIL CORP,,,,,,,,,,,,,,,,,USD,,1.0000,5194003000.0000,43789100.0000,1.6000,8.1700,6,71.5000,74.3300,69.2138,72.4500,3,2.54185532,11,A,0,0000034088,USA,5959 Las Colinas Boulevard,,,,75039,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/Other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments.",Irving,Exxon Mobil Corp,A,,,13-5409005,,12,1010,101020,10,10102010,B,NJ,USA,324110,972-940-6000,,,01,2911,390,935,B+,TX,0,corporate.exxonmobil.com,,
004503,01,20081022,XOM,30231G102,EXXON MOBIL CORP,,,,,,,,,,,,,,,,,USD,,1.0000,5194003000.0000,52089030.0000,1.6000,8.1700,6,64.5700,69.3600,63.9000,68.7400,3,2.54185532,11,A,0,0000034088,USA,5959 Las Colinas Boulevard,,,,75039,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/Other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments.",Irving,Exxon Mobil Corp,A,,,13-5409005,,12,1010,101020,10,10102010,B,NJ,USA,324110,972-940-6000,,,01,2911,390,935,B+,TX,0,corporate.exxonmobil.com,,
004503,01,20081023,XOM,30231G102,EXXON MOBIL CORP,,,,,,,,,,,,,,,,,USD,,1.0000,5194003000.0000,64673920.0000,1.6000,8.1700,6,70.3900,70.3900,64.3900,65.8800,3,2.54185532,11,A,0,0000034088,USA,5959 Las Colinas Boulevard,,,,75039,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/Other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments.",Irving,Exxon Mobil Corp,A,,,13-5409005,,12,1010,101020,10,10102010,B,NJ,USA,324110,972-940-6000,,,01,2911,390,935,B+,TX,0,corporate.exxonmobil.com,,
004503,01,20081024,XOM,30231G102,EXXON MOBIL CORP,,,,,,,,,,,,,,,,,USD,,1.0000,5194003000.0000,54627720.0000,1.6000,8.1700,6,69.0400,70.9800,64.0000,64.0100,3,2.54185532,11,A,0,0000034088,USA,5959 Las Colinas Boulevard,,,,75039,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/Other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments.",Irving,Exxon Mobil Corp,A,,,13-5409005,,12,1010,101020,10,10102010,B,NJ,USA,324110,972-940-6000,,,01,2911,390,935,B+,TX,0,corporate.exxonmobil.com,,
004503,01,20081027,XOM,30231G102,EXXON MOBIL CORP,,,,,,,,,,,,,,,,,USD,,1.0000,5194003000.0000,48769620.0000,1.6000,8.1700,6,66.0900,70.9800,65.0000,67.5800,3,2.54185532,11,A,0,0000034088,USA,5959 Las Colinas Boulevard,,,,75039,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/Other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments.",Irving,Exxon Mobil Corp,A,,,13-5409005,,12,1010,101020,10,10102010,B,NJ,USA,324110,972-940-6000,,,01,2911,390,935,B+,TX,0,corporate.exxonmobil.com,,
004503,01,20081028,XOM,30231G102,EXXON MOBIL CORP,,,,,,,,,,,,,,,,,USD,,1.0000,5194003000.0000,69043170.0000,1.6000,8.1700,6,74.8600,75.4500,67.0600,68.8700,3,2.54185532,11,A,0,0000034088,USA,5959 Las Colinas Boulevard,,,,75039,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/Other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments.",Irving,Exxon Mobil Corp,A,,,13-5409005,,12,1010,101020,10,10102010,B,NJ,USA,324110,972-940-6000,,,01,2911,390,935,B+,TX,0,corporate.exxonmobil.com,,
004503,01,20081029,XOM,30231G102,EXXON MOBIL CORP,,,,,,,,,,,,,,,,,USD,,1.0000,5194003000.0000,62701950.0000,1.6000,8.1700,6,74.6500,77.9900,73.0600,74.8700,3,2.54185532,11,A,0,0000034088,USA,5959 Las Colinas Boulevard,,,,75039,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/Other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments.",Irving,Exxon Mobil Corp,A,,,13-5409005,,12,1010,101020,10,10102010,B,NJ,USA,324110,972-940-6000,,,01,2911,390,935,B+,TX,0,corporate.exxonmobil.com,,
004503,01,20081030,XOM,30231G102,EXXON MOBIL CORP,,,,,,,,,,,,,,,,,USD,,1.0000,5194003000.0000,56157190.0000,1.6000,8.1700,6,75.0500,75.7500,71.4400,75.0000,3,2.54185532,11,A,0,0000034088,USA,5959 Las Colinas Boulevard,,,,75039,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/Other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments.",Irving,Exxon Mobil Corp,A,,,13-5409005,,12,1010,101020,10,10102010,B,NJ,USA,324110,972-940-6000,,,01,2911,390,935,B+,TX,0,corporate.exxonmobil.com,,
004503,01,20081031,XOM,30231G102,EXXON MOBIL CORP,,,,,,,,,,,,,,,,,USD,,1.0000,5087000000.0000,52834970.0000,1.6000,8.1700,6,74.1200,77.3600,73.2500,74.3700,3,2.54185532,11,A,0,0000034088,USA,5959 Las Colinas Boulevard,,,,75039,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/Other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments.",Irving,Exxon Mobil Corp,A,,,13-5409005,,12,1010,101020,10,10102010,B,NJ,USA,324110,972-940-6000,,,01,2911,390,935,B+,TX,0,corporate.exxonmobil.com,,
004503,01,20081103,XOM,30231G102,EXXON MOBIL CORP,,,,,,,,,,,,,,,,,USD,,1.0000,5087000000.0000,35455990.0000,1.6000,8.1700,6,74.2900,75.1800,72.5000,73.4500,3,2.54185532,11,A,0,0000034088,USA,5959 Las Colinas Boulevard,,,,75039,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/Other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments.",Irving,Exxon Mobil Corp,A,,,13-5409005,,12,1010,101020,10,10102010,B,NJ,USA,324110,972-940-6000,,,01,2911,390,935,B+,TX,0,corporate.exxonmobil.com,,
004503,01,20081104,XOM,30231G102,EXXON MOBIL CORP,,,,,,,,,,,,,,,,,USD,,1.0000,5087000000.0000,48202430.0000,1.6000,9.3400,9,77.4900,77.9600,75.0700,75.1300,3,2.54185532,11,A,0,0000034088,USA,5959 Las Colinas Boulevard,,,,75039,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/Other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments.",Irving,Exxon Mobil Corp,A,,,13-5409005,,12,1010,101020,10,10102010,B,NJ,USA,324110,972-940-6000,,,01,2911,390,935,B+,TX,0,corporate.exxonmobil.com,,
004503,01,20081105,XOM,30231G102,EXXON MOBIL CORP,,,,,,,,,,,,,,,,,USD,,1.0000,5086649000.0000,45390850.0000,1.6000,9.3400,9,73.6900,77.3400,72.8400,76.2500,3,2.54185532,11,A,0,0000034088,USA,5959 Las Colinas Boulevard,,,,75039,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/Other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments.",Irving,Exxon Mobil Corp,A,,,13-5409005,,12,1010,101020,10,10102010,B,NJ,USA,324110,972-940-6000,,,01,2911,390,935,B+,TX,0,corporate.exxonmobil.com,,
004503,01,20081106,XOM,30231G102,EXXON MOBIL CORP,,,,,,,,,,,,,,,,,USD,,1.0000,5086649000.0000,52770070.0000,1.6000,9.3400,9,69.9600,73.8800,69.4000,73.1200,3,2.54185532,11,A,0,0000034088,USA,5959 Las Colinas Boulevard,,,,75039,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/Other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments.",Irving,Exxon Mobil Corp,A,,,13-5409005,,12,1010,101020,10,10102010,B,NJ,USA,324110,972-940-6000,,,01,2911,390,935,B+,TX,0,corporate.exxonmobil.com,,
004503,01,20081107,XOM,30231G102,EXXON MOBIL CORP,USD,,,0.4000,0.4000,,,1.6000,,20081029,,,20081210,,20081210,20081112,USD,,1.0000,5086649000.0000,44690930.0000,1.6000,9.3400,9,73.9500,75.5900,70.4800,70.4800,3,2.55560437,11,A,0,0000034088,USA,5959 Las Colinas Boulevard,,,,75039,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/Other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments.",Irving,Exxon Mobil Corp,A,,,13-5409005,,12,1010,101020,10,10102010,B,NJ,USA,324110,972-940-6000,,,01,2911,390,935,B+,TX,0,corporate.exxonmobil.com,,
004503,01,20081110,XOM,30231G102,EXXON MOBIL CORP,,,,,,,,,,,,,,,,,USD,,1.0000,5086649000.0000,37407850.0000,1.6000,9.3400,9,74.0200,75.8400,72.8000,75.1000,3,2.55560437,11,A,0,0000034088,USA,5959 Las Colinas Boulevard,,,,75039,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/Other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments.",Irving,Exxon Mobil Corp,A,,,13-5409005,,12,1010,101020,10,10102010,B,NJ,USA,324110,972-940-6000,,,01,2911,390,935,B+,TX,0,corporate.exxonmobil.com,,
004503,01,20081111,XOM,30231G102,EXXON MOBIL CORP,,,,,,,,,,,,,,,,,USD,,1.0000,5086649000.0000,42007470.0000,1.6000,9.3400,9,72.6500,74.1600,71.5900,72.6500,3,2.55560437,11,A,0,0000034088,USA,5959 Las Colinas Boulevard,,,,75039,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/Other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments.",Irving,Exxon Mobil Corp,A,,,13-5409005,,12,1010,101020,10,10102010,B,NJ,USA,324110,972-940-6000,,,01,2911,390,935,B+,TX,0,corporate.exxonmobil.com,,
004503,01,20081112,XOM,30231G102,EXXON MOBIL CORP,,,,,,,,,,,,,,,,,USD,,1.0000,5086649000.0000,50507790.0000,1.6000,9.3400,9,68.9300,72.2200,68.7000,71.3500,3,2.55560437,11,A,0,0000034088,USA,5959 Las Colinas Boulevard,,,,75039,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/Other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments.",Irving,Exxon Mobil Corp,A,,,13-5409005,,12,1010,101020,10,10102010,B,NJ,USA,324110,972-940-6000,,,01,2911,390,935,B+,TX,0,corporate.exxonmobil.com,,
004503,01,20081113,XOM,30231G102,EXXON MOBIL CORP,,,,,,,,,,,,,,,,,USD,,1.0000,5086649000.0000,72699110.0000,1.6000,9.3400,9,75.4100,76.5000,67.5401,69.5400,3,2.55560437,11,A,0,0000034088,USA,5959 Las Colinas Boulevard,,,,75039,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/Other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments.",Irving,Exxon Mobil Corp,A,,,13-5409005,,12,1010,101020,10,10102010,B,NJ,USA,324110,972-940-6000,,,01,2911,390,935,B+,TX,0,corporate.exxonmobil.com,,
004503,01,20081114,XOM,30231G102,EXXON MOBIL CORP,,,,,,,,,,,,,,,,,USD,,1.0000,5086649000.0000,53974020.0000,1.6000,9.3400,9,73.6800,77.7500,71.9000,73.8000,3,2.55560437,11,A,0,0000034088,USA,5959 Las Colinas Boulevard,,,,75039,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/Other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments.",Irving,Exxon Mobil Corp,A,,,13-5409005,,12,1010,101020,10,10102010,B,NJ,USA,324110,972-940-6000,,,01,2911,390,935,B+,TX,0,corporate.exxonmobil.com,,
004503,01,20081117,XOM,30231G102,EXXON MOBIL CORP,,,,,,,,,,,,,,,,,USD,,1.0000,5086649000.0000,48668300.0000,1.6000,9.3400,9,73.3800,76.4600,73.0000,73.5000,3,2.55560437,11,A,0,0000034088,USA,5959 Las Colinas Boulevard,,,,75039,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/Other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments.",Irving,Exxon Mobil Corp,A,,,13-5409005,,12,1010,101020,10,10102010,B,NJ,USA,324110,972-940-6000,,,01,2911,390,935,B+,TX,0,corporate.exxonmobil.com,,
004503,01,20081118,XOM,30231G102,EXXON MOBIL CORP,,,,,,,,,,,,,,,,,USD,,1.0000,5086649000.0000,57786590.0000,1.6000,9.3400,9,76.3300,76.9900,73.0300,73.5000,3,2.55560437,11,A,0,0000034088,USA,5959 Las Colinas Boulevard,,,,75039,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/Other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments.",Irving,Exxon Mobil Corp,A,,,13-5409005,,12,1010,101020,10,10102010,B,NJ,USA,324110,972-940-6000,,,01,2911,390,935,B+,TX,0,corporate.exxonmobil.com,,
004503,01,20081119,XOM,30231G102,EXXON MOBIL CORP,,,,,,,,,,,,,,,,,USD,,1.0000,5086649000.0000,57440900.0000,1.6000,9.3400,9,73.4200,77.1300,73.0500,76.2000,3,2.55560437,11,A,0,0000034088,USA,5959 Las Colinas Boulevard,,,,75039,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/Other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments.",Irving,Exxon Mobil Corp,A,,,13-5409005,,12,1010,101020,10,10102010,B,NJ,USA,324110,972-940-6000,,,01,2911,390,935,B+,TX,0,corporate.exxonmobil.com,,
004503,01,20081120,XOM,30231G102,EXXON MOBIL CORP,,,,,,,,,,,,,,,,,USD,,1.0000,5086649000.0000,76793720.0000,1.6000,9.3400,9,68.5100,75.4200,68.3000,71.8400,3,2.55560437,11,A,0,0000034088,USA,5959 Las Colinas Boulevard,,,,75039,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/Other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments.",Irving,Exxon Mobil Corp,A,,,13-5409005,,12,1010,101020,10,10102010,B,NJ,USA,324110,972-940-6000,,,01,2911,390,935,B+,TX,0,corporate.exxonmobil.com,,
004503,01,20081121,XOM,30231G102,EXXON MOBIL CORP,,,,,,,,,,,,,,,,,USD,,1.0000,5086649000.0000,84536710.0000,1.6000,9.3400,9,75.8100,76.2000,69.1500,69.7800,3,2.55560437,11,A,0,0000034088,USA,5959 Las Colinas Boulevard,,,,75039,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/Other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments.",Irving,Exxon Mobil Corp,A,,,13-5409005,,12,1010,101020,10,10102010,B,NJ,USA,324110,972-940-6000,,,01,2911,390,935,B+,TX,0,corporate.exxonmobil.com,,
004503,01,20081124,XOM,30231G102,EXXON MOBIL CORP,,,,,,,,,,,,,,,,,USD,,1.0000,5086649000.0000,74986320.0000,1.6000,9.3400,9,78.8000,80.2300,75.3100,76.8200,3,2.55560437,11,A,0,0000034088,USA,5959 Las Colinas Boulevard,,,,75039,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/Other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments.",Irving,Exxon Mobil Corp,A,,,13-5409005,,12,1010,101020,10,10102010,B,NJ,USA,324110,972-940-6000,,,01,2911,390,935,B+,TX,0,corporate.exxonmobil.com,,
