gvkey,iid,datadate,tic,cusip,conm,curcddv,capgn,cheqv,div,divd,divdpaydateind,divsp,dvrated,paydateind,anncdate,capgnpaydate,cheqvpaydate,divdpaydate,divsppaydate,paydate,recorddate,curcdd,adrrc,ajexdi,cshoc,cshtrd,dvi,eps,epsmo,prccd,prchd,prcld,prcod,prcstd,trfd,exchg,secstat,tpci,cik,fic,add1,add2,add3,add4,addzip,busdesc,city,conml,costat,county,dlrsn,ein,fax,fyrc,ggroup,gind,gsector,gsubind,idbflag,incorp,loc,naics,phone,prican,prirow,priusa,sic,spcindcd,spcseccd,spcsrc,state,stko,weburl,dldte,ipodate
003851,03,20090515,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,11899700.0000,,-3.8900,3,6.3300,6.5900,6.2300,6.3200,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090518,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,7376651.0000,,-3.8900,3,6.7800,6.7800,6.3100,6.4700,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090519,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,7495361.0000,,-3.8900,3,6.6000,6.9000,6.5900,6.8000,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090520,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,9808290.0000,,-3.8900,3,6.4700,6.9600,6.4200,6.9200,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090521,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,8256182.0000,,-3.8900,3,6.4600,6.5900,6.3000,6.3000,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090522,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,9386883.0000,,-3.8900,3,6.2200,6.5300,6.1400,6.3800,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090526,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,10211720.0000,,-3.8900,3,6.2500,6.3650,6.1500,6.1900,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090527,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,27901470.0000,,-3.8900,3,5.5600,6.3600,5.4800,6.2800,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090528,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,23460820.0000,,-3.8900,3,5.5000,5.6700,5.4000,5.6700,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090529,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,40391530.0000,,-3.8900,3,5.8100,5.8100,5.4300,5.5000,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090601,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,16395670.0000,,-3.8900,3,6.4300,6.4700,5.9600,6.0900,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090602,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,15914690.0000,,-3.8900,3,6.8800,7.0900,6.5000,6.6300,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090603,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,19370810.0000,,-3.8900,3,7.2100,7.2400,6.6400,6.8100,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090604,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,13781750.0000,,-3.8900,3,7.1400,7.2000,6.9100,7.1400,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090605,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,9799497.0000,,-3.8900,3,7.0200,7.2500,6.8500,7.2000,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090608,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,8349988.0000,,-3.8900,3,6.7200,6.9399,6.5900,6.7800,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090609,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,5864002.0000,,-3.8900,3,6.9000,6.9100,6.6800,6.8500,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090610,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,16394880.0000,,-3.8900,3,6.5500,6.9000,6.3800,6.8400,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090611,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,11698320.0000,,-3.8900,3,6.6800,6.7700,6.2500,6.4600,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090612,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,11720010.0000,,-3.8900,3,6.4000,6.7400,6.3700,6.6800,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090615,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,11145440.0000,,-3.8900,3,6.1000,6.3000,6.0300,6.2000,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090616,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,10371410.0000,,-3.8900,3,6.1600,6.4500,6.0000,6.2500,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090617,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,13028580.0000,,-3.8900,3,6.1800,6.3800,5.9300,6.1500,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090618,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,7031232.0000,,-3.8900,3,5.9800,6.2800,5.9000,6.2800,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090619,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,8133071.0000,,-3.8900,3,6.0700,6.0900,5.9200,6.0200,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090622,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,7358259.0000,,-3.8900,3,5.6500,6.0500,5.5900,6.0100,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090623,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,19407310.0000,,-3.8900,3,5.4000,5.8300,5.3100,5.6700,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090624,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,12706520.0000,,-3.8900,3,5.5300,5.6600,5.4000,5.5000,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090625,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,14930060.0000,,-3.8900,3,6.0300,6.0500,5.5000,5.6000,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090626,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,21003260.0000,,-3.8900,3,5.7000,6.0900,5.6400,6.0200,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090629,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,7695741.0000,,-3.8900,3,5.7900,5.9000,5.6500,5.7500,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090630,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,11254770.0000,,-3.8900,3,5.7900,5.8400,5.5700,5.8000,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090701,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,11359750.0000,,-3.8900,3,5.8500,6.1400,5.8100,5.8200,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090702,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,12533860.0000,,-3.8900,3,5.8800,6.0000,5.8500,5.9500,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090706,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,9679016.0000,,-3.8900,3,5.7300,6.0200,5.6900,5.9100,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090707,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,7472666.0000,,-3.8900,3,5.7100,5.7700,5.5900,5.6900,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
003851,03,20090708,DAL,247361702,DELTA AIR LINES INC,,,,,,,,,,,,,,,,,USD,,1.0000,771636000.0000,9513903.0000,,-3.8900,3,5.6800,5.9000,5.5600,5.7800,3,1,11,A,0,0000027904,USA,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",Atlanta,Delta Air Lines Inc,A,,,58-0218548,,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,
