gvkey,indfmt,consol,popsrc,fyr,datafmt,airafxpgq,airafxpgq_dc,airaskq,airaskq_dc,airasmq,airasmq_dc,airfcgq,airfcgq_dc,airfltq,airfltq_dc,airoeasmq,airoeasmq_dc,airplfq,airplfq_dc,airprasmq,airprasmq_dc,airprevq,airprevq_dc,airprrpmq,airprrpmq_dc,airrpcq,airrpcq_dc,airrpkq,airrpkq_dc,airrpmq,airrpmq_dc,airtfxq,airtfxq_dc,airtrasmq,airtrasmq_dc,gmexpq,gmexpq_dc,gmfbexpq,gmfbexpq_dc,gmfbrevq,gmfbrevq_dc,gmothexpq,gmothexpq_dc,gmothrevq,gmothrevq_dc,gmpromq,gmpromq_dc,gmrevq,gmrevq_dc,gmrmexpq,gmrmexpq_dc,gmrmrevq,gmrmrevq_dc,gmtotrevq,gmtotrevq_dc,hbbckavq,hbbckavq_dc,hbbckq,hbbckq_dc,hbbckuq,hbbckuq_dc,hbcsq,hbcsq_dc,hbdcavq,hbdcavq_dc,hbdcq,hbdcq_dc,hbdcuq,hbdcuq_dc,hbinvfhq,hbinvfhq_dc,hbinvludq,hbinvludq_dc,hbinvnoq,hbinvnoq_dc,hbinvtq,hbinvtq_dc,hbinvuoq,hbinvuoq_dc,hbloq,hbloq_dc,hbluoq,hbluoq_dc,hbnocavq,hbnocavq_dc,hbnocq,hbnocq_dc,hbnocuq,hbnocuq_dc,hfadmchgq,hfadmchgq_dc,hfadmq,hfadmq_dc,hfavgdayq,hfavgdayq_dc,hfbdq,hfbdq_dc,hfbedlq,hfbedlq_dc,hfbedq,hfbedq_dc,hfdayq,hfdayq_dc,hfeadchgq,hfeadchgq_dc,hfeadq,hfeadq_dc,hffacq,hffacq_dc,hfmcdq,hfmcdq_dc,hfmceq,hfmceq_dc,hfmgdq,hfmgdq_dc,hfocpyq,hfocpyq_dc,hfopsq,hfopsq_dc,hfopvq,hfopvq_dc,hfoq,hfoq_dc,hfreachgq,hfreachgq_dc,hfrevchgq,hfrevchgq_dc,hfsalq,hfsalq_dc,hfstayq,hfstayq_dc,hfsupq,hfsupq_dc,hfsurgq,hfsurgq_dc,lgadrq,lgadrq_dc,lgpropq,lgpropq_dc,lgrevparq,lgrevparq_dc,lgroomsq,lgroomsq_dc,lgrorq,lgrorq_dc,mcdmcpq,mcdmcpq_dc,mcetq,mcetq_dc,mcgetq,mcgetq_dc,mcgprtq,mcgprtq_dc,mchptq,mchptq_dc,mcmctq,mcmctq_dc,mcmdeq,mcmdeq_dc,mcmdrq,mcmdrq_dc,mcmpdrq,mcmpdrq_dc,mcmreq,mcmreq_dc,mcmrpdeq,mcmrpdeq_dc,mcmrrq,mcmrrq_dc,mcniiq,mcniiq_dc,mcomlrq,mcomlrq_dc,mcorq,mcorq_dc,mcpprdq,mcpprdq_dc,mctreq,mctreq_dc,mctrrq,mctrrq_dc,mmaspagq,mmaspagq_dc,mmaspauq,mmaspauq_dc,mmaspcuq,mmaspcuq_dc,mmaspniq,mmaspniq_dc,mmaspznq,mmaspznq_dc,mmccagq,mmccagq_dc,mmccauq,mmccauq_dc,mmcpdcuq,mmcpdcuq_dc,mmpagq,mmpagq_dc,mmpauq,mmpauq_dc,mmpcagq,mmpcagq_dc,mmpcauq,mmpcauq_dc,mmpcoalq,mmpcoalq_dc,mmpcuq,mmpcuq_dc,mmpfeq,mmpfeq_dc,mmpniq,mmpniq_dc,mmpscq,mmpscq_dc,mmpznq,mmpznq_dc,mmxpxq,mmxpxq_dc,ogaspnglq,ogaspnglq_dc,ogaspngq,ogaspngq_dc,ogaspoilq,ogaspoilq_dc,ogpngdq,ogpngdq_dc,ogpngldq,ogpngldq_dc,ogpnglq,ogpnglq_dc,ogpngq,ogpngq_dc,ogpoildq,ogpoildq_dc,ogpoilq,ogpoilq_dc,ogxdhq,ogxdhq_dc,ogxpxq,ogxpxq_dc,orcaptq,orcaptq_dc,orcapuq,orcapuq_dc,orfmq,orfmq_dc,orfsitesq,orfsitesq_dc,orfvolq,orfvolq_dc,ormmq,ormmq_dc,ormsaleq,ormsaleq_dc,orpsdq,orpsdq_dc,orpsgq,orpsgq_dc,orpsoq,orpsoq_dc,orpspq,orpspq_dc,orpstq,orpstq_dc,orpydq,orpydq_dc,orpygq,orpygq_dc,orpyoq,orpyoq_dc,orpypq,orpypq_dc,orpytq,orpytq_dc,orttq,orttq_dc,rtlcsq,rtlcsq_dc,rtlnscq,rtlnscq_dc,rtlnseq,rtlnseq_dc,rtlnsoq,rtlnsoq_dc,rtnssfq,rtnssfq_dc,rttsfq,rttsfq_dc,scbktoblq,scbktoblq_dc,scbookq,scbookq_dc,uada12,uada12_dc,uadaq,uadaq_dc,uadate12,uadate12_dc,uadateq,uadateq_dc,uafudc12,uafudc12_dc,uafudcb12,uafudcb12_dc,uafudcbq,uafudcbq_dc,uafudce12,uafudce12_dc,uafudceq,uafudceq_dc,uafudcq,uafudcq_dc,uconswipq,uconswipq_dc,ucshfd12,ucshfd12_dc,ucshpri12,ucshpri12_dc,ucstke12,ucstke12_dc,udcloq,udcloq_dc,udcopresq,udcopresq_dc,udcoprestq,udcoprestq_dc,udd1q,udd1q_dc,udp12,udp12_dc,ududdq,ududdq_dc,udvp12,udvp12_dc,uedodf_dc,uedods_dc,uedodt_dc,uelrevaf,uelrevaf_dc,uelrevas,uelrevas_dc,uelrevat,uelrevat_dc,uelrevrf,uelrevrf_dc,uelrevrs,uelrevrs_dc,uelrevrt,uelrevrt_dc,uepsfi12,uepsfi12_dc,uepsfx12,uepsfx12_dc,uepspi12,uepspi12_dc,uepspx12,uepspx12_dc,ueroeaf,ueroeaf_dc,ueroeas,ueroeas_dc,ueroeat,ueroeat_dc,ueroerqf,ueroerqf_dc,ueroerqs,ueroerqs_dc,ueroerqt,ueroerqt_dc,uesub12,uesub12_dc,ugdodf_dc,ugdods_dc,ugdodt_dc,ugi12,ugi12_dc,ugrevaf,ugrevaf_dc,ugrevas,ugrevas_dc,ugrevat,ugrevat_dc,ugrevrf,ugrevrf_dc,ugrevrs,ugrevrs_dc,ugrevrt,ugrevrt_dc,ugroeaf,ugroeaf_dc,ugroeas,ugroeas_dc,ugroeat,ugroeat_dc,ugroerqf,ugroerqf_dc,ugroerqs,ugroerqs_dc,ugroerqt,ugroerqt_dc,uibcom12,uibcom12_dc,uitcbq,uitcbq_dc,uitci12,uitci12_dc,uitciq,uitciq_dc,uivatq,uivatq_dc,umii12,umii12_dc,uniami12,uniami12_dc,unopinc12,unopinc12_dc,unopinom12,unopinom12_dc,unopinomq,unopinomq_dc,unopit12,unopit12_dc,unopitn12,unopitn12_dc,unopitnq,unopitnq_dc,unopitq,unopitq_dc,unordc12,unordc12_dc,unordcq,unordcq_dc,unpq,unpq_dc,uopeom12,uopeom12_dc,uopeomq,uopeomq_dc,uopeps12,uopeps12_dc,uopexpt12,uopexpt12_dc,uopexptq,uopexptq_dc,uopext12,uopext12_dc,uopextq,uopextq_dc,uopi12,uopi12_dc,uopitt12,uopitt12_dc,uopittq,uopittq_dc,uoprdc12,uoprdc12_dc,uoprdcq,uoprdcq_dc,uopre12,uopre12_dc,uopreq,uopreq_dc,uoprgwci12,uoprgwci12_dc,uoprgwciq,uoprgwciq_dc,uoproi12,uoproi12_dc,uoproiq,uoproiq_dc,updvp12,updvp12_dc,uptq,uptq_dc,usale12,usale12_dc,usaleetq,usaleetq_dc,usalegwtq,usalegwtq_dc,uspi12,uspi12_dc,uspinoq,uspinoq_dc,ustatejurf,ustatejurf_dc,ustatejurs,ustatejurs_dc,ustatejurt,ustatejurt_dc,usubdvp12,usubdvp12_dc,utme12,utme12_dc,utstkcq,utstkcq_dc,utstkpq,utstkpq_dc,utxdi12,utxdi12_dc,utxdiq,utxdiq_dc,utxfed12,utxfed12_dc,utxfedq,utxfedq_dc,utxs12,utxs12_dc,utxsq,utxsq_dc,utxto12,utxto12_dc,utxtoq,utxtoq_dc,uxido12,uxido12_dc,uxint12,uxint12_dc,datadate,uedodf,uedods,uedodt,ugdodf,ugdods,ugdodt,add1,add2,add3,add4,addzip,busdesc,cik,city,conml,county,dlrsn,ein,fax,fic,fyrc,ggroup,gind,gsector,gsubind,idbflag,incorp,loc,naics,phone,prican,prirow,priusa,sic,spcindcd,spcseccd,spcsrc,state,stko,weburl,dldte,ipodate,conm,tic,cusip
003851,INDL,C,D,12,STD,217.0000,,,,53324000.0000,,902000.0000,,983.0000,,12.5200,,81.7000,,10.8400,,5779.0000,,13.2700,,,,,,43559000.0000,,1706.0000,,12.7600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20091231,,,,,,,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",0000027904,Atlanta,Delta Air Lines Inc,,,58-0218548,,USA,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,,DELTA AIR LINES INC,DAL,247361702
003851,INDL,C,D,12,STD,223.0000,,,,53301000.0000,,871000.0000,,966.0000,,12.3600,,79.5000,,10.8900,,5806.0000,,13.7000,,,,,,42367000.0000,,1683.0000,,12.8500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100331,,,,,,,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",0000027904,Atlanta,Delta Air Lines Inc,,,58-0218548,,USA,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,,DELTA AIR LINES INC,DAL,247361702
003851,INDL,C,D,12,STD,232.0000,,,,58698000.0000,,965000.0000,,958.0000,,12.1800,,85.0000,,11.9400,,7009.0000,,14.0500,,,,,,49894000.0000,,1960.0000,,13.9200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100630,,,,,,,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",0000027904,Atlanta,Delta Air Lines Inc,,,58-0218548,,USA,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,,DELTA AIR LINES INC,DAL,247361702
003851,INDL,C,D,12,STD,229.0000,,,,63658000.0000,,1051000.0000,,821.0000,,12.4800,,85.9000,,12.2100,,7775.0000,,14.2200,,,,,,54675000.0000,,2023.0000,,14.0600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100930,,,,,,,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",0000027904,Atlanta,Delta Air Lines Inc,,,58-0218548,,USA,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,,DELTA AIR LINES INC,DAL,247361702
003851,INDL,C,D,12,STD,247.0000,,,,57027000.0000,,936000.0000,,815.0000,,12.8300,,81.1000,,11.6900,,6668.0000,,14.4200,,,,,,46233000.0000,,1928.0000,,13.6600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20101231,,,,,,,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",0000027904,Atlanta,Delta Air Lines Inc,,,58-0218548,,USA,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,,DELTA AIR LINES INC,DAL,247361702
003851,INDL,C,D,12,STD,286.0000,,,,56219000.0000,,919000.0000,,805.0000,,13.9400,,76.4000,,11.6900,,6575.0000,,15.3200,,,,,,42929000.0000,,2166.0000,,13.7800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20110331,,,,,,,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",0000027904,Atlanta,Delta Air Lines Inc,,,58-0218548,,USA,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,,DELTA AIR LINES INC,DAL,247361702
003851,INDL,C,D,12,STD,322.0000,,,,60141000.0000,,992000.0000,,803.0000,,14.4200,,83.7000,,13.1200,,7891.0000,,15.6700,,,,,,50366000.0000,,2663.0000,,15.2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20110630,,,,,,,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",0000027904,Atlanta,Delta Air Lines Inc,,,58-0218548,,USA,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,,DELTA AIR LINES INC,DAL,247361702
003851,INDL,C,D,12,STD,309.0000,,,,63262000.0000,,1044000.0000,,790.0000,,14.1600,,86.1000,,13.5400,,8568.0000,,15.7200,,,,,,54497000.0000,,2881.0000,,15.5200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20110930,,,,,,,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",0000027904,Atlanta,Delta Air Lines Inc,,,58-0218548,,USA,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,,DELTA AIR LINES INC,DAL,247361702
003851,INDL,C,D,12,STD,297.0000,,,,55034000.0000,,901000.0000,,775.0000,,13.9400,,81.7000,,13.1200,,7223.0000,,16.0600,,,,,,44975000.0000,,2020.0000,,15.2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20111231,,,,,,,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",0000027904,Atlanta,Delta Air Lines Inc,,,58-0218548,,USA,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,,DELTA AIR LINES INC,DAL,247361702
003851,INDL,C,D,12,STD,311.0000,,,,54408000.0000,,886000.0000,,770.0000,,14.7600,,79.7000,,13.2800,,7226.0000,,16.6700,,,,,,43351000.0000,,2233.0000,,15.4600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20120331,,,,,,,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",0000027904,Atlanta,Delta Air Lines Inc,,,58-0218548,,USA,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,,DELTA AIR LINES INC,DAL,247361702
003851,INDL,C,D,12,STD,337.0000,,,,59382000.0000,,968000.0000,,773.0000,,16.1600,,85.1000,,14.2300,,8451.0000,,16.7300,,,,,,50520000.0000,,3305.0000,,16.3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20120630,,,,,,,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",0000027904,Atlanta,Delta Air Lines Inc,,,58-0218548,,USA,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,,DELTA AIR LINES INC,DAL,247361702
003851,INDL,C,D,12,STD,314.0000,,,,62283000.0000,,1021000.0000,,725.0000,,13.8300,,86.4000,,13.9600,,8692.0000,,16.1500,,,,,,53828000.0000,,2221.0000,,15.9300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20120930,,,,,,,Post Office Box 20706,,,,30320,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery.",0000027904,Atlanta,Delta Air Lines Inc,,,58-0218548,,USA,12,2030,203020,20,20302010,B,DE,USA,481111,404-715-2600,,,03,4512,605,600,B,GA,0,www.delta.com,,,DELTA AIR LINES INC,DAL,247361702
